"pass" "score_exam" "semester" "gender" "highest_education" "soc_eco_status" "age" "num_of_prev_attempts" "studied_credits" "disability" "wscore_tutor" "wscore_comp" "exercises"
1 73 "Sem2" "M" "A Level or Equivalent" 8 33 0 150 "N" 54.3 0 1363
1 53 "Sem2" "M" "A Level or Equivalent" 7 23 0 60 "N" 62.65 0 634
1 56 "Sem2" "F" "A Level or Equivalent" 8 45 1 120 "N" 41.85 0 737
1 89 "Sem2" "M" "A Level or Equivalent" 5 30 1 80 "N" 89.525 0 2084
1 58 "Sem2" "F" "A Level or Equivalent" 11 40 0 60 "N" 66 0 1578
1 76 "Sem2" "F" "Lower Than A Level" 10 32 0 120 "N" 62.875 0 678
0 44 "Sem2" "F" "Lower Than A Level" 6 24 0 120 "N" 40.775 0 390
0 36 "Sem2" "M" "HE Qualification" 4 26 0 60 "N" 58 0 1567
1 82 "Sem2" "M" "Lower Than A Level" 3 31 0 60 "Y" 77.575 0 3159
1 69 "Sem2" "F" "A Level or Equivalent" 6 34 0 60 "N" 54.775 0 984
1 71 "Sem2" "F" "HE Qualification" 7 34 0 60 "N" 71.25 0 1256
1 56 "Sem2" "F" "A Level or Equivalent" 4 44 0 60 "N" 50.875 0 1244
1 80 "Sem2" "M" "Lower Than A Level" 6 31 0 60 "N" 56.575 0 1937
1 51 "Sem2" "F" "A Level or Equivalent" 5 28 0 120 "N" 69.575 0 465
1 82 "Sem2" "M" "A Level or Equivalent" 6 31 1 90 "Y" 44.5 0 14
1 89 "Sem2" "F" "Lower Than A Level" 4 30 0 60 "N" 65.25 0 1743
1 64 "Sem2" "M" "Lower Than A Level" 11 36 0 60 "N" 44.975 0 647
1 100 "Sem2" "M" "Post Graduate Qualification" 11 29 0 60 "N" 86.55 0 1243
1 73 "Sem2" "M" "HE Qualification" 4 33 0 90 "N" 60.5 0 1320
1 89 "Sem2" "F" "A Level or Equivalent" 8 30 0 90 "N" 82.1 0 2076
1 38 "Sem2" "M" "Lower Than A Level" 10 28 0 90 "N" 57.95 0 1024
1 78 "Sem2" "F" "Lower Than A Level" 9 32 0 60 "N" 64.55 0 588
1 67 "Sem2" "F" "A Level or Equivalent" 2 35 1 60 "N" 64.8 0 762
0 40 "Sem2" "F" "HE Qualification" 11 28 0 60 "N" 55.35 0 1747
1 38 "Sem2" "F" "A Level or Equivalent" 3 24 0 60 "N" 54.75 0 4466
1 78 "Sem2" "F" "HE Qualification" 10 32 0 60 "N" 69.875 0 1021
1 71 "Sem2" "M" "Lower Than A Level" 11 34 0 60 "N" 78.45 0 5066
1 96 "Sem2" "F" "A Level or Equivalent" 8 29 0 60 "N" 86.7 0 5889
0 44 "Sem2" "F" "A Level or Equivalent" 8 26 2 120 "N" 49.2 0 646
1 91 "Sem2" "F" "A Level or Equivalent" 7 30 0 60 "N" 79.825 0 1027
1 80 "Sem2" "M" "A Level or Equivalent" 5 31 0 60 "N" 70.9 0 4374
1 51 "Sem2" "M" "A Level or Equivalent" 5 26 0 120 "N" 59.3 0 1214
1 73 "Sem2" "F" "A Level or Equivalent" 9 33 0 120 "N" 41.35 0 2952
0 40 "Sem2" "M" "Lower Than A Level" 11 27 1 60 "N" 79.325 0 324
1 71 "Sem2" "M" "HE Qualification" 4 34 0 60 "N" 73.825 0 2398
1 78 "Sem2" "M" "A Level or Equivalent" 9 32 0 150 "N" 74.9 0 1684
1 80 "Sem2" "M" "A Level or Equivalent" 8 31 0 60 "N" 72.35 0 691
1 53 "Sem2" "F" "A Level or Equivalent" 11 28 0 120 "N" 56.95 0 2246
1 71 "Sem2" "M" "Lower Than A Level" 11 34 0 60 "Y" 71.675 0 2240
1 60 "Sem2" "M" "Post Graduate Qualification" 10 38 0 60 "N" 75.875 0 2036
1 67 "Sem2" "F" "Lower Than A Level" 4 35 0 60 "N" 72.25 0 1957
1 56 "Sem2" "F" "A Level or Equivalent" 4 44 0 120 "N" 46.925 0 662
1 62 "Sem2" "F" "HE Qualification" 5 37 1 120 "N" 53.025 0 895
1 78 "Sem2" "F" "A Level or Equivalent" 3 32 0 90 "N" 71.325 0 1273
1 51 "Sem2" "M" "A Level or Equivalent" 5 26 0 60 "N" 73.05 0 641
1 84 "Sem2" "M" "HE Qualification" 4 30 0 60 "N" 67.075 0 1167
1 71 "Sem2" "M" "Lower Than A Level" 9 34 0 60 "N" 75.55 0 2127
0 38 "Sem2" "M" "A Level or Equivalent" 2 27 0 60 "Y" 54.75 0 1150
1 67 "Sem2" "M" "A Level or Equivalent" 4 35 0 60 "N" 51.175 0 1084
1 64 "Sem2" "F" "A Level or Equivalent" 8 36 0 60 "N" 70.775 0 4277
1 67 "Sem2" "F" "A Level or Equivalent" 5 35 1 90 "N" 67.125 0 2393
1 56 "Sem2" "M" "HE Qualification" 8 44 0 60 "N" 80.625 0 1055
1 62 "Sem2" "M" "Lower Than A Level" 8 37 0 60 "Y" 41.925 0 417
0 18 "Sem2" "M" "Lower Than A Level" 8 26 1 60 "N" 46.625 0 685
1 80 "Sem2" "M" "A Level or Equivalent" 9 31 0 75 "N" 90.5 0 3621
1 82 "Sem2" "M" "A Level or Equivalent" 2 31 0 60 "N" 93.225 0 1665
0 53 "Sem2" "M" "A Level or Equivalent" 10 28 1 60 "N" 34.1 0 322
1 44 "Sem2" "F" "HE Qualification" 2 21 0 60 "N" 58.25 0 1584
0 36 "Sem2" "F" "Lower Than A Level" 9 25 1 120 "N" 40 0 167
1 80 "Sem2" "F" "HE Qualification" 11 31 0 60 "N" 81.1 0 1504
1 67 "Sem2" "M" "Lower Than A Level" 7 35 0 90 "N" 84 0 3502
1 96 "Sem2" "M" "A Level or Equivalent" 10 29 0 90 "N" 77.725 0 984
1 51 "Sem2" "F" "Lower Than A Level" 1 28 0 60 "N" 73.075 0 1749
1 71 "Sem2" "M" "A Level or Equivalent" 6 34 1 60 "N" 59 0 883
1 44 "Sem2" "M" "A Level or Equivalent" 11 23 0 60 "N" 70.775 0 636
1 84 "Sem2" "F" "A Level or Equivalent" 8 30 0 60 "N" 83.55 0 1521
1 53 "Sem2" "F" "Lower Than A Level" 5 27 0 120 "N" 52.65 0 247
0 40 "Sem2" "F" "Lower Than A Level" 6 26 0 120 "N" 57.5 0 1186
1 42 "Sem2" "F" "A Level or Equivalent" 2 27 0 60 "Y" 56.275 0 1165
1 91 "Sem2" "M" "Lower Than A Level" 7 30 0 60 "N" 87.65 0 1154
1 58 "Sem2" "M" "Lower Than A Level" 10 40 0 60 "N" 64.325 0 555
1 78 "Sem2" "F" "A Level or Equivalent" 6 32 0 60 "N" 89.375 0 1333
1 53 "Sem2" "F" "A Level or Equivalent" 9 22 0 60 "N" 78.25 0 2326
1 64 "Sem2" "F" "A Level or Equivalent" 4 35 0 90 "N" 44.4 0 329
1 80 "Sem2" "F" "Lower Than A Level" 2 31 0 60 "N" 94.75 0 3374
0 27 "Sem2" "M" "Lower Than A Level" 3 27 0 60 "N" 52.125 0 1046
0 38 "Sem2" "F" "A Level or Equivalent" 11 27 0 210 "N" 52.65 0 684
1 73 "Sem2" "M" "A Level or Equivalent" 9 33 0 120 "N" 85.95 0 935
1 82 "Sem2" "F" "A Level or Equivalent" 1 31 0 120 "N" 85.5 0 1945
1 56 "Sem2" "M" "A Level or Equivalent" 5 44 0 90 "N" 59.55 0 636
0 31 "Sem2" "F" "A Level or Equivalent" 3 27 0 60 "N" 43.65 0 2120
0 36 "Sem2" "M" "A Level or Equivalent" 8 28 1 60 "N" 61.325 0 483
0 49 "Sem2" "F" "A Level or Equivalent" 4 25 0 60 "N" 55.125 0 267
1 71 "Sem2" "F" "A Level or Equivalent" 10 33 0 60 "N" 79.45 0 1230
1 62 "Sem2" "M" "A Level or Equivalent" 3 37 0 60 "N" 48.175 0 614
1 87 "Sem2" "F" "HE Qualification" 11 30 0 60 "N" 88.925 0 1665
1 60 "Sem2" "M" "HE Qualification" 5 38 0 90 "N" 50.125 0 943
1 64 "Sem2" "F" "A Level or Equivalent" 8 35 0 60 "N" 80.55 0 859
1 69 "Sem2" "M" "A Level or Equivalent" 6 34 2 60 "N" 47.675 0 538
1 56 "Sem2" "M" "Lower Than A Level" 5 44 0 60 "N" 65.55 0 1625
1 71 "Sem2" "M" "A Level or Equivalent" 8 33 0 60 "N" 80.075 0 1169
1 44 "Sem2" "M" "Lower Than A Level" 10 19 1 60 "N" 89.425 0 1028
0 38 "Sem2" "F" "A Level or Equivalent" 2 20 0 60 "N" 50.075 0 620
0 29 "Sem2" "F" "Lower Than A Level" 2 28 0 60 "N" 43.15 0 1089
1 53 "Sem2" "M" "A Level or Equivalent" 8 27 0 60 "N" 60.775 0 445
1 82 "Sem2" "F" "HE Qualification" 1 31 0 60 "N" 79.875 0 1495
1 91 "Sem2" "F" "A Level or Equivalent" 7 30 0 60 "Y" 93.65 0 6408
1 87 "Sem2" "M" "Lower Than A Level" 9 30 0 60 "N" 58.15 0 794
1 84 "Sem2" "F" "A Level or Equivalent" 11 30 0 60 "N" 89.625 0 1253
1 49 "Sem2" "M" "Lower Than A Level" 4 24 0 60 "Y" 46.9 0 1115
1 53 "Sem2" "F" "A Level or Equivalent" 10 26 0 60 "N" 53.475 0 3160
1 42 "Sem2" "M" "Lower Than A Level" 6 27 0 150 "N" 56.375 0 1777
1 58 "Sem2" "F" "Lower Than A Level" 9 40 0 60 "Y" 46.95 0 1092
1 67 "Sem2" "M" "Lower Than A Level" 2 35 1 60 "N" 69.95 0 1676
1 64 "Sem2" "F" "Lower Than A Level" 6 35 0 240 "Y" 45.6 0 975
1 84 "Sem2" "M" "A Level or Equivalent" 11 30 0 60 "N" 61.725 0 1348
0 40 "Sem2" "M" "Lower Than A Level" 6 21 0 90 "N" 41.15 0 1948
0 40 "Sem2" "F" "A Level or Equivalent" 8 49 0 120 "Y" 46.3 0 1647
1 53 "Sem2" "M" "HE Qualification" 9 26 0 60 "N" 81.7 0 643
1 87 "Sem2" "F" "A Level or Equivalent" 11 30 0 60 "N" 80.75 0 1917
1 51 "Sem2" "M" "Lower Than A Level" 7 25 0 120 "N" 52.85 0 329
1 62 "Sem2" "M" "A Level or Equivalent" 10 37 0 60 "Y" 67.575 0 987
1 87 "Sem2" "M" "A Level or Equivalent" 11 30 0 90 "N" 80.625 0 2257
0 36 "Sem2" "M" "Lower Than A Level" 3 28 0 60 "N" 63.675 0 401
1 82 "Sem2" "F" "A Level or Equivalent" 11 31 0 60 "N" 87.2 0 2417
1 60 "Sem2" "M" "A Level or Equivalent" 9 38 0 120 "N" 68.15 0 985
1 69 "Sem2" "M" "A Level or Equivalent" 2 34 0 90 "N" 73.475 0 725
1 58 "Sem2" "M" "Lower Than A Level" 8 40 0 60 "N" 44.05 0 1260
1 76 "Sem2" "F" "A Level or Equivalent" 6 32 0 60 "N" 87.85 0 1669
1 84 "Sem2" "F" "A Level or Equivalent" 3 30 0 60 "N" 81.1 0 1047
1 80 "Sem2" "M" "Lower Than A Level" 11 31 0 60 "N" 92.175 0 1740
1 64 "Sem2" "F" "Lower Than A Level" 8 35 0 60 "N" 62.5 0 1489
0 18 "Sem2" "F" "Lower Than A Level" 7 27 1 120 "Y" 73.55 0 446
1 62 "Sem2" "F" "A Level or Equivalent" 2 36 0 60 "N" 48.975 0 2244
0 47 "Sem2" "F" "Lower Than A Level" 10 27 1 60 "N" 47.125 0 1290
1 64 "Sem2" "F" "HE Qualification" 6 35 0 60 "N" 72.7 0 1507
1 64 "Sem2" "F" "A Level or Equivalent" 4 35 0 120 "N" 89.1 0 982
1 69 "Sem2" "M" "A Level or Equivalent" 6 34 1 90 "N" 78.675 0 802
1 60 "Sem2" "M" "Lower Than A Level" 7 38 0 60 "N" 40.8 0 1280
1 58 "Sem2" "M" "Lower Than A Level" 7 40 0 90 "N" 46.5 0 434
1 60 "Sem2" "M" "Lower Than A Level" 9 38 0 60 "N" 59.475 0 1709
1 87 "Sem2" "M" "A Level or Equivalent" 8 30 0 60 "N" 78.85 0 749
0 31 "Sem2" "M" "A Level or Equivalent" 7 27 0 60 "N" 40.6 0 809
0 29 "Sem2" "M" "HE Qualification" 5 28 0 60 "N" 55.975 0 446
1 73 "Sem2" "F" "Lower Than A Level" 9 33 0 60 "N" 85.525 0 1569
1 58 "Sem2" "M" "A Level or Equivalent" 9 40 0 120 "Y" 50.6 0 237
1 71 "Sem2" "F" "Lower Than A Level" 7 33 0 60 "N" 94.075 0 4277
1 47 "Sem2" "M" "A Level or Equivalent" 6 26 0 240 "Y" 72.95 0 601
1 69 "Sem2" "F" "A Level or Equivalent" 7 34 0 120 "N" 95.125 0 841
1 84 "Sem2" "M" "Lower Than A Level" 4 30 0 60 "N" 87.975 0 4055
1 100 "Sem2" "M" "A Level or Equivalent" 6 29 0 60 "N" 89.8 0 1080
1 49 "Sem2" "M" "A Level or Equivalent" 6 28 0 60 "N" 62.025 0 676
1 82 "Sem2" "M" "A Level or Equivalent" 9 31 0 60 "N" 91.55 0 3154
1 51 "Sem2" "M" "Lower Than A Level" 6 27 1 60 "Y" 45.5 0 1711
1 96 "Sem2" "F" "A Level or Equivalent" 9 29 0 60 "N" 89.65 0 2956
0 42 "Sem2" "F" "A Level or Equivalent" 7 26 0 60 "Y" 51.675 0 581
1 71 "Sem2" "M" "A Level or Equivalent" 4 33 0 120 "N" 79.625 0 1681
0 20 "Sem2" "M" "A Level or Equivalent" 7 22 0 60 "N" 39.3 0 501
1 53 "Sem2" "M" "Lower Than A Level" 1 26 0 60 "N" 82.625 0 1290
1 69 "Sem2" "M" "A Level or Equivalent" 10 34 0 60 "N" 90.425 0 728
1 67 "Sem2" "M" "A Level or Equivalent" 11 35 0 60 "Y" 53.675 0 451
1 84 "Sem2" "F" "A Level or Equivalent" 10 30 0 60 "N" 70.7 0 1783
0 33 "Sem2" "M" "A Level or Equivalent" 5 26 0 150 "N" 43.625 0 409
1 64 "Sem2" "M" "A Level or Equivalent" 8 35 0 60 "N" 68.95 0 1116
1 58 "Sem2" "M" "A Level or Equivalent" 5 40 1 120 "N" 69.4 0 599
1 44 "Sem2" "F" "HE Qualification" 1 27 1 60 "N" 57.825 0 780
0 53 "Sem2" "M" "Lower Than A Level" 5 22 0 60 "N" 54.375 0 488
1 82 "Sem2" "F" "A Level or Equivalent" 8 31 0 120 "N" 84.375 0 2143
1 73 "Sem2" "F" "A Level or Equivalent" 11 33 0 60 "N" 79.425 0 713
1 73 "Sem2" "M" "HE Qualification" 9 33 0 120 "N" 89.675 0 1533
1 84 "Sem2" "F" "HE Qualification" 6 30 0 120 "N" 74.1 0 1256
1 60 "Sem2" "M" "A Level or Equivalent" 10 38 0 60 "N" 61.775 0 1158
1 60 "Sem2" "F" "A Level or Equivalent" 7 38 0 60 "N" 75.3 0 1322
0 47 "Sem2" "F" "A Level or Equivalent" 6 23 0 60 "N" 49.05 0 976
1 73 "Sem2" "M" "HE Qualification" 5 33 0 60 "N" 90.675 0 1265
1 62 "Sem2" "M" "Lower Than A Level" 7 36 0 60 "N" 76.975 0 2445
1 87 "Sem2" "M" "Lower Than A Level" 9 30 0 60 "N" 85.4 0 970
1 64 "Sem2" "M" "A Level or Equivalent" 7 35 0 60 "N" 70.375 0 360
1 82 "Sem2" "M" "Lower Than A Level" 1 31 1 120 "N" 77.975 0 70
1 96 "Sem2" "M" "HE Qualification" 1 29 0 60 "N" 94 0 3002
1 82 "Sem2" "M" "A Level or Equivalent" 9 31 0 60 "N" 59.175 0 1435
1 96 "Sem2" "F" "A Level or Equivalent" 7 29 0 120 "N" 92.325 0 2716
1 91 "Sem2" "M" "A Level or Equivalent" 5 30 0 60 "N" 96.9 0 2439
1 73 "Sem2" "M" "Lower Than A Level" 8 33 0 60 "N" 80.65 0 1858
0 31 "Sem2" "F" "A Level or Equivalent" 7 27 0 120 "N" 43.675 0 669
1 47 "Sem2" "M" "A Level or Equivalent" 7 26 0 90 "N" 41.775 0 690
1 89 "Sem2" "M" "A Level or Equivalent" 4 30 0 120 "N" 86.625 0 1643
1 96 "Sem2" "M" "HE Qualification" 10 29 0 60 "N" 92.25 0 1303
1 87 "Sem2" "M" "Lower Than A Level" 6 30 0 60 "Y" 70 0 2181
0 38 "Sem2" "M" "Lower Than A Level" 2 28 0 90 "N" 49 0 369
1 67 "Sem2" "M" "A Level or Equivalent" 7 35 0 90 "Y" 71.125 0 502
1 82 "Sem2" "M" "Lower Than A Level" 5 31 0 60 "N" 89.675 0 1190
1 60 "Sem2" "M" "Lower Than A Level" 5 38 0 60 "N" 56.95 0 616
1 44 "Sem2" "F" "A Level or Equivalent" 8 27 0 60 "N" 42.45 0 833
1 67 "Sem2" "M" "Lower Than A Level" 2 35 0 60 "N" 58.075 0 1040
1 44 "Sem2" "M" "Lower Than A Level" 10 28 0 60 "N" 45.125 0 1769
0 40 "Sem2" "M" "A Level or Equivalent" 1 26 0 90 "N" 43.375 0 620
1 80 "Sem2" "F" "Lower Than A Level" 4 31 0 60 "N" 85.425 0 2774
1 40 "Sem2" "F" "A Level or Equivalent" 2 28 0 120 "N" 64.425 0 1203
0 33 "Sem2" "F" "A Level or Equivalent" 4 28 0 120 "N" 44.4 0 1632
1 82 "Sem2" "M" "Lower Than A Level" 2 31 0 90 "N" 89.65 0 1280
1 62 "Sem2" "M" "HE Qualification" 3 36 0 60 "N" 86.025 0 1039
1 80 "Sem2" "M" "A Level or Equivalent" 11 31 0 120 "N" 75.375 0 828
1 73 "Sem2" "M" "A Level or Equivalent" 10 33 0 60 "N" 56.575 0 899
1 64 "Sem2" "M" "Lower Than A Level" 6 35 0 60 "N" 41.775 0 1069
1 67 "Sem2" "M" "Lower Than A Level" 11 35 0 60 "N" 67.1 0 2813
1 56 "Sem2" "M" "Lower Than A Level" 11 44 0 210 "N" 74.075 0 1469
0 22 "Sem2" "F" "A Level or Equivalent" 10 28 0 60 "N" 43.525 0 650
0 29 "Sem2" "M" "Lower Than A Level" 7 28 0 60 "N" 13.775 0 201
1 71 "Sem2" "F" "Lower Than A Level" 6 33 0 60 "Y" 85.875 0 1787
1 96 "Sem2" "M" "Lower Than A Level" 5 29 0 120 "N" 66.175 0 1471
1 76 "Sem2" "F" "A Level or Equivalent" 8 32 0 60 "N" 82.325 0 1489
1 78 "Sem2" "M" "Lower Than A Level" 10 32 0 60 "N" 79.375 0 6066
1 82 "Sem2" "M" "A Level or Equivalent" 5 31 0 90 "N" 92.75 0 1573
1 62 "Sem2" "M" "A Level or Equivalent" 6 36 0 120 "N" 74.225 0 997
0 31 "Sem2" "M" "Lower Than A Level" 2 21 0 60 "N" 41.4 0 712
1 87 "Sem2" "M" "A Level or Equivalent" 10 30 0 150 "N" 71.15 0 1214
1 56 "Sem2" "F" "A Level or Equivalent" 10 44 0 120 "N" 69.725 0 1381
1 53 "Sem2" "M" "A Level or Equivalent" 2 24 0 165 "N" 72.725 0 5779
1 76 "Sem2" "F" "A Level or Equivalent" 4 32 0 60 "N" 48.575 0 2011
1 76 "Sem2" "M" "HE Qualification" 7 32 0 60 "N" 80 0 1036
1 78 "Sem2" "M" "A Level or Equivalent" 11 32 0 70 "N" 94.425 0 724
1 47 "Sem2" "M" "A Level or Equivalent" 1 27 0 60 "N" 68.7 0 983
1 80 "Sem2" "M" "A Level or Equivalent" 11 31 0 120 "Y" 82.2 0 1419
1 69 "Sem2" "F" "A Level or Equivalent" 2 34 0 120 "N" 56.5 0 1607
1 73 "Sem2" "F" "A Level or Equivalent" 5 33 0 90 "Y" 82.6 0 1352
1 62 "Sem2" "M" "A Level or Equivalent" 5 36 0 120 "N" 79.375 0 1300
1 47 "Sem2" "M" "Lower Than A Level" 8 28 0 60 "N" 43.1 0 935
1 51 "Sem2" "M" "A Level or Equivalent" 4 26 0 60 "N" 78.475 0 652
1 71 "Sem2" "F" "A Level or Equivalent" 5 33 0 120 "N" 70.15 0 1512
1 89 "Sem2" "F" "HE Qualification" 1 30 0 60 "N" 75.275 0 2000
0 38 "Sem2" "M" "A Level or Equivalent" 7 27 0 120 "N" 47.6 0 1203
0 36 "Sem2" "M" "Lower Than A Level" 3 26 0 60 "N" 47.95 0 1114
1 78 "Sem2" "M" "No Formal quals" 4 32 0 60 "N" 0 0 1005
1 87 "Sem2" "M" "A Level or Equivalent" 1 30 0 120 "N" 91.3 0 2353
1 60 "Sem2" "M" "A Level or Equivalent" 2 38 0 90 "N" 56.575 0 2194
1 89 "Sem2" "F" "HE Qualification" 7 30 0 60 "N" 91.875 0 3380
1 64 "Sem2" "M" "Lower Than A Level" 7 35 0 60 "N" 85.05 0 1909
1 62 "Sem2" "M" "Lower Than A Level" 6 36 0 60 "Y" 86.8 0 2009
1 73 "Sem2" "F" "A Level or Equivalent" 3 33 0 60 "N" 83.55 0 990
1 51 "Sem2" "F" "Lower Than A Level" 6 27 0 150 "Y" 45.225 0 921
1 60 "Sem2" "M" "Lower Than A Level" 7 38 0 120 "N" 62.85 0 2362
1 67 "Sem2" "F" "Lower Than A Level" 8 35 1 160 "N" 64.25 0 1425
1 69 "Sem2" "M" "Lower Than A Level" 3 34 0 60 "N" 72.975 0 1223
1 91 "Sem2" "M" "A Level or Equivalent" 9 30 0 60 "N" 64.9 0 1449
1 96 "Sem2" "F" "A Level or Equivalent" 9 29 0 60 "N" 87 0 2756
1 60 "Sem2" "M" "A Level or Equivalent" 3 38 0 120 "N" 56.775 0 703
1 82 "Sem2" "M" "A Level or Equivalent" 5 31 0 60 "N" 70.625 0 1426
1 80 "Sem2" "M" "HE Qualification" 9 31 0 60 "N" 81.425 0 2770
0 29 "Sem2" "F" "A Level or Equivalent" 5 27 0 90 "N" 47.85 0 714
0 64 "Sem2" "M" "A Level or Equivalent" 3 35 0 60 "N" 68.1 0 585
1 62 "Sem2" "M" "A Level or Equivalent" 2 36 0 120 "N" 74 0 1430
1 62 "Sem2" "M" "A Level or Equivalent" 6 36 0 120 "N" 82.425 0 713
1 73 "Sem2" "F" "Lower Than A Level" 6 33 0 120 "N" 58.275 0 749
1 82 "Sem2" "M" "Lower Than A Level" 8 31 0 60 "N" 89.025 0 1318
1 62 "Sem2" "M" "A Level or Equivalent" 10 36 0 120 "Y" 42.8 0 744
1 51 "Sem2" "M" "Lower Than A Level" 9 27 0 120 "N" 79.55 0 1987
1 67 "Sem2" "M" "A Level or Equivalent" 8 35 0 60 "N" 78.325 0 2032
1 82 "Sem2" "F" "A Level or Equivalent" 6 31 0 90 "N" 87.925 0 1384
1 82 "Sem2" "M" "Lower Than A Level" 3 31 0 60 "N" 84.475 0 1244
1 73 "Sem2" "F" "A Level or Equivalent" 6 33 0 60 "N" 44.05 0 463
1 56 "Sem2" "M" "Lower Than A Level" 3 44 0 120 "N" 41.275 0 459
0 38 "Sem2" "F" "Lower Than A Level" 10 28 0 60 "N" 51.425 0 2215
1 56 "Sem2" "M" "Lower Than A Level" 8 44 0 60 "N" 45.75 0 1548
1 60 "Sem2" "M" "A Level or Equivalent" 10 38 0 120 "N" 63.2 0 326
1 51 "Sem2" "F" "A Level or Equivalent" 5 27 0 60 "N" 49.125 0 566
1 91 "Sem2" "M" "HE Qualification" 3 30 0 60 "N" 87.875 0 780
1 73 "Sem2" "M" "A Level or Equivalent" 3 33 0 60 "N" 55.15 0 1028
1 44 "Sem2" "F" "Lower Than A Level" 7 22 0 120 "N" 66.35 0 1633
1 89 "Sem2" "F" "A Level or Equivalent" 9 30 0 60 "N" 49.275 0 752
1 62 "Sem2" "F" "A Level or Equivalent" 8 36 0 60 "N" 85.5 0 2820
0 49 "Sem2" "F" "A Level or Equivalent" 5 27 0 120 "N" 40.45 0 586
1 87 "Sem2" "M" "Lower Than A Level" 1 30 0 60 "N" 90.5 0 2157
1 67 "Sem2" "M" "A Level or Equivalent" 5 35 0 60 "N" 52.3 0 492
0 33 "Sem2" "F" "Lower Than A Level" 11 23 0 60 "N" 34.175 0 812
0 53 "Sem2" "F" "A Level or Equivalent" 4 23 0 120 "N" 52.125 0 1267
1 78 "Sem2" "M" "HE Qualification" 6 32 0 60 "N" 78.6 0 728
1 69 "Sem2" "M" "A Level or Equivalent" 5 34 0 60 "N" 80.425 0 3230
1 82 "Sem2" "F" "HE Qualification" 9 31 0 60 "N" 92.825 0 1056
1 96 "Sem2" "M" "A Level or Equivalent" 2 29 0 60 "N" 84.55 0 1812
1 49 "Sem2" "F" "A Level or Equivalent" 5 23 0 60 "N" 59.35 0 729
1 62 "Sem2" "M" "Lower Than A Level" 4 36 0 60 "N" 76.075 0 2175
1 84 "Sem2" "F" "HE Qualification" 11 30 0 60 "N" 90.55 0 1405
1 87 "Sem2" "M" "HE Qualification" 7 30 0 120 "N" 50.925 0 566
1 69 "Sem2" "F" "A Level or Equivalent" 10 34 0 60 "N" 86.7 0 806
1 69 "Sem2" "M" "Lower Than A Level" 11 34 0 60 "N" 75.05 0 1221
1 80 "Sem2" "M" "A Level or Equivalent" 6 31 0 90 "N" 72.375 0 1256
1 82 "Sem2" "F" "A Level or Equivalent" 11 31 0 90 "N" 74.875 0 955
1 69 "Sem2" "M" "A Level or Equivalent" 11 34 0 60 "N" 80.175 0 1374
1 91 "Sem2" "M" "A Level or Equivalent" 10 30 0 75 "N" 93.825 0 1372
0 40 "Sem2" "M" "A Level or Equivalent" 9 26 0 120 "N" 44.2 0 896
0 31 "Sem2" "M" "Lower Than A Level" 4 24 0 60 "N" 47.65 0 1171
1 96 "Sem2" "F" "A Level or Equivalent" 11 29 0 120 "N" 88.35 0 2113
1 93 "Sem2" "M" "A Level or Equivalent" 3 29 0 120 "N" 92.075 0 4094
1 84 "Sem2" "M" "HE Qualification" 10 30 0 90 "N" 84.55 0 2201
1 56 "Sem2" "M" "Lower Than A Level" 10 44 0 120 "N" 45.75 0 1331
1 87 "Sem2" "F" "Lower Than A Level" 1 30 0 60 "N" 82.55 0 1470
0 44 "Sem2" "M" "HE Qualification" 2 27 0 120 "N" 66.8 0 764
1 80 "Sem2" "F" "HE Qualification" 7 31 0 90 "N" 87.85 0 630
1 82 "Sem2" "M" "HE Qualification" 11 31 0 90 "N" 76.975 0 1285
1 42 "Sem2" "M" "A Level or Equivalent" 9 24 0 60 "N" 57.6 0 482
1 91 "Sem2" "M" "HE Qualification" 8 30 0 60 "N" 79.45 0 2064
1 69 "Sem2" "M" "HE Qualification" 2 34 0 120 "N" 81.675 0 629
1 73 "Sem2" "M" "A Level or Equivalent" 11 33 0 60 "Y" 75.35 0 2405
0 42 "Sem2" "M" "Lower Than A Level" 10 28 0 60 "N" 70.025 0 1313
1 80 "Sem2" "M" "A Level or Equivalent" 10 31 0 60 "N" 93.55 0 3037
1 58 "Sem2" "F" "A Level or Equivalent" 10 40 0 60 "Y" 76.975 0 1128
1 78 "Sem2" "M" "A Level or Equivalent" 11 32 0 90 "N" 73.4 0 3134
1 56 "Sem2" "F" "A Level or Equivalent" 8 43 0 60 "N" 41.775 0 1589
1 71 "Sem2" "M" "A Level or Equivalent" 9 33 0 180 "N" 54.65 0 1044
1 67 "Sem2" "M" "A Level or Equivalent" 3 35 0 90 "N" 81.775 0 747
1 93 "Sem2" "M" "Lower Than A Level" 1 29 0 60 "N" 86.975 0 630
1 76 "Sem2" "F" "Lower Than A Level" 7 32 0 90 "N" 84 0 3537
1 71 "Sem2" "F" "HE Qualification" 7 33 0 60 "N" 87.55 0 900
1 89 "Sem2" "F" "A Level or Equivalent" 9 30 0 90 "N" 87.275 0 3408
1 58 "Sem2" "F" "A Level or Equivalent" 9 40 0 60 "N" 63.175 0 2152
1 69 "Sem2" "M" "Lower Than A Level" 2 34 0 60 "N" 83.6 0 1232
1 76 "Sem2" "F" "HE Qualification" 7 32 0 60 "N" 89.225 0 2569
0 42 "Sem2" "M" "Lower Than A Level" 2 24 0 90 "N" 69.9 0 891
